,Unnamed: 0,Filename,Species (BirdNET),Site,Latitude,Longitude,Detection time,"Call clarity (High/Medium/Low)",Song/Call/Alarm,"BirdNET correct?, (Yes/No)","If BirdNET incorrect, true species ID or sound source?","How confident are you?, (High/Medium/Low)",Reason for misidentifcation? (Related species /Anthropogenic sound/Mimic/No call/Other),Comments,mp3_found,new_label,detection_date,audio_length,Data_split
44,2644,45_313a4bfa0364edf17f1f6d36f1.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-07-11T03:00:04.742Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-11,291.024,Test
45,2645,46_345c4ac4c4fa6b8febbc5ead9b.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-04T04:25:01.273Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-04,3.024,Test
46,2646,47_bf03646c3d5d43f69c1748d4fd.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-02T07:36:59.039Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-02,6.024,Test
47,2647,48_0d85ba65eaff1658f64c207ead.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-29T08:31:50.360Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-29,3.024,Train
48,2648,49_b706763e13689a73a08f6d36f1.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-07-11T04:30:47.987Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-11,291.024,Test
49,2649,50_23c720476179d3050159fc05e7.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-05-15T18:29:13.690Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-15,3.024,Train
50,2650,51_d03f9c2ae79b1d242ad1ee5ded.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-07-19T06:38:05.711Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-19,6.024,Test
51,2651,52_e406ef47022308499324be5350.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-15T02:35:45.762Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-15,9.024,Train
52,2652,53_45621c7d58f80795d2b068534d.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-18T04:56:16.938Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-18,3.024,Train
53,2653,54_cc7611f2a9701706c7c4e08c91.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-18T07:07:20.095Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-18,123.024,Test
54,2654,55_95c6ee132e2025e64c361e85b6.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-27T13:16:38.916Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-27,6.024,Train
55,2655,56_e21f8f494f96e96c20b1479012.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-06T03:37:20.942Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-06,3.024,Test
56,2656,57_6d56397f707c63adb097edf25a.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-16T06:50:34.193Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-16,6.024,Test
57,2657,58_6b5db37c06bef722f5255e2bac.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-18T10:28:53.937Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-18,153.024,Test
58,2658,59_93518002fd657ba4c19f8253e8.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-20T13:15:15.806Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-20,3.024,Train
59,2659,60_90620f0c75bdcd4987684d6d3a.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-15T06:48:38.022Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-15,99.024,Train
60,2660,61_d87863f38c77c3eccf6fdb1395.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-06T02:53:13.561Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-06,42.024,Test
61,2661,62_2519b35af62046443740b7dd30.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-07-31T03:47:17.440Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-31,129.024,Test
62,2662,63_d5a2f71ec90366676ff9d4d57f.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-07-08T03:17:00.967Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-08,3.024,Test
63,2663,64_ea2b783b2ff44a9268d0fe44c9.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-09T05:47:28.264Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-09,117.024,Test
64,2664,65_0d9f3482705146f06ceb80f407.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-05-30T12:28:03.632Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-30,9.024,Train
65,2665,66_32d22475ae039fdc21b1c68678.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-03-23T17:45:11.141Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-03-23,6.024,Train
66,2666,67_7404e519ae332da4ec65bbba28.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-30T03:05:21.124Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-30,69.024,Train
67,2667,68_a0eb578f644f09904a066a1892.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-07-14T03:05:12.354Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-14,291.024,Test
68,2668,69_cbda2eef573471b8033cfdbc89.mp3,Eurasian Wren,TOV-E: Trondheim 161808,63.2352239,10.0601723,2022-07-12T16:53:04.501Z, ,Alarm,Yes,,High,,,True,Eurasian Wren,2022-07-12,27.024,Test
69,2669,70_9f2b1e6163165c982f537ec7b9.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-29T05:00:29.886Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-29,156.024,Test
70,2670,71_820f26ead26936b509377e09f2.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-08-10T18:33:23.614Z, ,Alarm,Yes,,High,,,True,Eurasian Wren,2022-08-10,3.024,Train
71,2671,72_686bc27d2d3a8664300d11a262.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-16T07:44:03.614Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-16,144.024,Test
72,2672,73_dfaef7fe6065e70edcf1b1c762.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-05T14:24:37.420Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-05,3.024,Train
73,2673,74_aad50004eeb94b1c7aa2ad36be.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-07-15T14:31:18.108Z, ,Alarm,Yes,,High,,,True,Eurasian Wren,2022-07-15,6.024,Test
74,2674,75_15cd2f59b92ba584a0edd4d57f.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-25T16:22:47.793Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-25,3.024,Train
75,2675,76_1886321f82b73036661db69fd7.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-05T01:39:36.470Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-05,114.024,Train
76,2676,77_ffe87562f9db94f198e62243dd.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-14T02:45:28.514Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-14,15.024,Train
77,2677,78_5ae900b21a26b444a2a06f1565.mp3,Eurasian Wren,TOV-E Ã˜stfold 10617,59.697562,11.2003972,2022-06-17T05:37:13.231Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-17,39.024,Test
78,2678,79_c133cbd488a7d1500590b21b35.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-02T07:09:03.300Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-02,117.024,Test
79,2679,80_cf733da4fd335b1e599e0ddfb4.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-07-06T03:25:39.778Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-06,243.024,Train
80,2680,81_5353058e3c9c3ae33191524123.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-27T01:55:54.305Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-27,69.024,Train
81,2681,82_9f54c7174f11f5814e6f65b455.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-08-10T18:30:18.218Z, ,Alarm,Yes,,High,,,True,Eurasian Wren,2022-08-10,6.024,Train
82,2682,83_80ac856a090495bbe4b01d03ff.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-04T03:51:15.360Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-04,6.024,Test
83,2683,84_72a876143baf2ca00e31c69812.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-03-27T08:27:13.227Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-03-27,6.024,Train
84,2684,85_4623cf318d9996886aa988f43d.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-07T06:10:54.422Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-07,15.024,Test
85,2685,86_29adf06c6cf6ca8819c676cdbb.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-04-09T07:26:38.713Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-09,63.024,Test
86,2686,87_7f86af99210ac3a8202e6e7673.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-28T17:51:41.786Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-28,75.024,Train
87,2687,88_023e98e393dc1c3004e7386f1e.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-07-01T04:14:29.500Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-07-01,153.024,Test
88,2688,89_e870641d8feaeb7a2ebbbb8052.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-03-25T05:15:17.230Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-03-25,9.024,Train
89,2689,90_d3c1c93bf3bc18023530204d1c.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-15T04:41:23.427Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-15,24.024,Train
90,2690,91_1e8d31f3e45be148b22e1e87cf.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-04-24T14:17:02.236Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-04-24,3.024,Train
91,2691,92_813792ea4f17f9ee91aa0c297f.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-20T07:16:40.499Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-20,126.024,Train
92,2692,93_f2370a3706c04b30c66313ac6c.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-21T06:48:48.208Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-21,33.024,Train
93,2693,94_680b2c2bb605cf54e84167c0a7.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-05-14T11:46:35.568Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-14,6.024,Train
94,2694,95_5feb144d1ebe66c00fb253f7e1.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-30T04:26:51.685Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-30,39.024,Train
95,2695,96_d9dda9234d6511dcd9fb8f9e42.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-19T02:56:02.261Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-19,3.024,Test
96,2696,97_8a561dddb17dd962f9e300b1b6.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-20T06:55:53.696Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-05-20,63.024,Train
97,2697,98_aa99f0b9cc76a2fb7d3de18fe9.mp3,Eurasian Wren,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-06T02:32:24.908Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-06,78.024,Test
98,2698,99_7253ff0ca5368f63d4bbb50f51.mp3,Eurasian Wren,TOV-E: Stavanger 110203*,58.4791387,6.0891053,2022-08-31T04:16:50.323Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-08-31,3.024,Test
99,2699,100_2def17a52e173deb6bad32c908.mp3,Eurasian Wren,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-16T05:29:36.021Z, ,Song,Yes,,High,,,True,Eurasian Wren,2022-06-16,6.024,Test
100,2700,1_3ed6241bfab0132c6bef602ec4.mp3,Willow Warbler,TOV-E: Bergen 120718,60.0603424,5.6645948,2022-06-10T18:11:43.345Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-06-10,3.024,Train
101,2701,2_a837efecb5bb8212e0a35b95bd.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-31T03:24:33.194Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-31,3.024,Train
102,2702,3_59a2dbbd97defd98e642386ca6.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-17T17:10:54.751Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-06-17,3.024,Train
103,2703,4_3626c5d1e3fd04a3f411afd9d4.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-02T04:31:02.638Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-06-02,243.024,Test
104,2704,5_920f0433c3343d341dcb27d34b.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-19T20:08:30.734Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-19,3.024,Test
105,2705,6_151df99dff30f2232f2ebd5ccd.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-09T04:04:03.544Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-09,3.024,Train
106,2706,7_fb4348193fb576928365b63508.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-26T06:34:53.564Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-06-26,6.024,Train
107,2707,8_5e15e1e85fa7a3c23168b3a8e2.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-06-25T19:15:52.580Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-06-25,21.024,Train
108,2708,9_a2f96793fc6790fef514e5dea5.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-29T03:29:00.340Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-29,255.024,Test
109,2709,10_f10ecbd4b567aec72bfcb5026c.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-17T10:33:55.095Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-17,114.024,Train
110,2710,11_3e9c7bb011236124168cf47cb6.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-14T10:24:04.907Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-14,84.024,Test
111,2711,12_187a0c515907024aa5b3386ca6.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-14T03:23:54.314Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-14,3.024,Test
112,2712,13_2a71c54d775d70f0b08d07ae1a.mp3,Willow Warbler,TOV-E: Bergen 121812,60.53646304,5.223615121,2022-05-05T05:55:45.913Z, ,Song,Yes,,High,,,True,Willow Warbler,2022-05-05,3.024,Train
